,Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Establishment_Year,Item_Outlet_Sales,Item_Type_Baking Goods,Item_Type_Breads,Item_Type_Breakfast,Item_Type_Canned,Item_Type_Dairy,Item_Type_Frozen Foods,Item_Type_Fruits and Vegetables,Item_Type_Hard Drinks,Item_Type_Health and Hygiene,Item_Type_Household,Item_Type_Meat,Item_Type_Others,Item_Type_Seafood,Item_Type_Snack Foods,Item_Type_Soft Drinks,Item_Type_Starchy Foods,Outlet_Identifier_OUT010,Outlet_Identifier_OUT013,Outlet_Identifier_OUT017,Outlet_Identifier_OUT018,Outlet_Identifier_OUT019,Outlet_Identifier_OUT027,Outlet_Identifier_OUT035,Outlet_Identifier_OUT045,Outlet_Identifier_OUT046,Outlet_Identifier_OUT049,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Size_Unknown,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Forecasted_Sales,Deviation,Inventory_Status
1600,FDW46,13.0,1,0.070444232,63.4484,2002,1043.9744,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1005.3277379943702,38.64666200562988,Excess Stock
1601,FDO09,13.5,1,0.125469442,264.491,1999,6574.775,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,4336.97602309935,2237.79897690065,Excess Stock
1602,DRJ49,6.865,0,0.01405025,128.9652,2009,1679.1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1785.63831825146,-106.49071825146007,Out of Stock
1603,FDP26,7.785,0,0.139436695,103.0306,1987,2404.2038,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1580.974826693046,823.2289733069538,Excess Stock
1604,FDO19,17.7,1,0.016593506,46.9034,2004,972.068,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1007.0597705640178,-34.99177056401777,Out of Stock
1605,NCG43,20.2,0,0.124261614,93.6462,1998,277.6386,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-458.4099921448411,736.0485921448411,Excess Stock
1606,FDG02,7.855,0,0.011261165,189.5188,1997,1904.188,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3055.7208847522325,-1151.5328847522323,Out of Stock
1607,FDO32,6.36,0,0.120520818,45.906,2004,419.454,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,879.600324448495,-460.146324448495,Out of Stock
1608,FDR34,17.0,1,0.015965308,229.4352,1997,4809.7392,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3708.0643283181917,1101.6748716818083,Excess Stock
1609,FDU59,5.78,0,0.096386227,163.5552,1997,1787.0072,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2562.054075007004,-775.046875007004,Out of Stock
1610,FDN31,11.5,0,0.073029341,187.953,2002,2656.542,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2954.803199761058,-298.2611997610579,Out of Stock
1611,FDT55,12.857645184135976,1,0.043443753,158.1946,1985,6942.9624,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4072.8719518423895,2870.090448157611,Excess Stock
1612,FDE08,18.2,0,0.049520593,147.3734,2009,2375.5744,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2116.946586494418,258.6278135055818,Excess Stock
1613,FDK52,18.25,0,0.079152918,223.8062,1987,4288.4178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3580.763148558098,707.6546514419024,Excess Stock
1614,FDW11,12.6,0,0.048741487,60.4194,1987,990.7104,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1033.3004655126642,-42.59006551266418,Out of Stock
1615,FDC03,8.575,1,0.071958197,195.3794,1999,3511.4292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3187.9287561760902,323.5004438239098,Excess Stock
1616,FDR43,18.2,0,0.162147349,37.719,2009,549.285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,325.05403325762245,224.23096674237752,Excess Stock
1617,FDL14,8.115,1,0.05382735,155.2972,1998,311.5944,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,658.8133553814475,-347.21895538144753,Out of Stock
1618,FDP39,12.65,0,0.069565759,52.4324,2002,571.2564,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,749.0890046125193,-177.83260461251928,Out of Stock
1619,FDG29,12.857645184135976,0,0.056019324,40.0454,1985,419.454,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2050.037867242214,-1630.583867242214,Out of Stock
1620,DRH15,8.775,0,0.109911272,41.9428,1997,1537.998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,540.221171772009,997.776828227991,Excess Stock
1621,FDT11,5.94,1,0.029366813,187.7556,2004,3755.112,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3186.02190179209,569.0900982079102,Excess Stock
1622,FDU48,18.85,0,0.055347985,131.5284,2004,1581.9408,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2201.8866915050776,-619.9458915050775,Out of Stock
1623,FDY12,9.8,1,0.0,49.2008,1987,657.8104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,976.8095514075383,-318.9991514075383,Out of Stock
1624,FDS44,12.65,1,0.156926608,238.3538,2007,5528.1374,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3941.541878878149,1586.5955211218507,Excess Stock
1625,NCP06,20.7,0,0.039405676,149.8366,2009,2267.049,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2128.6737855181477,138.37521448185225,Excess Stock
1626,DRH23,14.65,0,0.170176516,55.2614,1987,718.3982,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,921.6080624255019,-203.2098624255019,Out of Stock
1627,FDA16,12.857645184135976,0,0.033777629,222.8456,1985,7073.4592,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4952.030995220716,2121.428204779284,Excess Stock
1628,FDT45,15.85,0,0.057546914,55.8956,2009,491.3604,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,614.1355631373178,-122.7751631373178,Out of Stock
1629,FDE56,17.25,1,0.160095901,61.5194,2007,1052.6298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1136.3803230876933,-83.75052308769341,Out of Stock
1630,FDA40,16.0,1,0.099832728,87.4856,2007,263.6568,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1508.105146156287,-1244.448346156287,Out of Stock
1631,FDA39,6.32,0,0.012717946,40.2822,1997,628.5152,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,652.6764847365027,-24.161284736502694,Out of Stock
1632,NCB19,6.525,0,0.090278634,86.7882,2004,1975.4286,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1512.9074142527925,462.5211857472075,Excess Stock
1633,FDZ34,6.695,0,0.0,191.882,1987,3861.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3191.126957151178,670.5130428488219,Excess Stock
1634,FDV22,14.85,1,0.009958941,157.963,2002,2816.334,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2528.0379704630786,288.2960295369212,Excess Stock
1635,FDO40,17.1,0,0.032678839,150.7392,1999,3131.9232,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2488.1008939368867,643.8223060631135,Excess Stock
1636,FDD21,10.3,1,0.0,115.0176,1987,4122.6336,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2062.0436732951634,2060.5899267048367,Excess Stock
1637,FDO36,19.7,0,0.077849003,179.166,1987,3056.022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2899.8304956533434,156.19150434665653,Excess Stock
1638,FDV34,10.695,1,0.011443222,73.5038,1999,1478.076,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1380.130333860217,97.94566613978304,Excess Stock
1639,NCY18,7.285,0,0.031214809,177.1054,2002,2626.581,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,2783.0550381171906,-156.4740381171905,Out of Stock
1640,NCM54,17.7,0,0.051146565,127.3678,2009,3306.3628,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1772.1145917546305,1534.2482082453694,Excess Stock
1641,FDB59,18.25,0,0.015302653,198.0084,1999,793.6336,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3258.6215434789765,-2464.9879434789764,Out of Stock
1642,FDS45,5.175,1,0.04937018,106.7622,1998,211.7244,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-139.78112332702096,351.50552332702097,Excess Stock
1643,FDV24,5.635,0,0.0,148.705,1999,1198.44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2517.5817272169597,-1319.1417272169597,Out of Stock
1644,FDD46,6.035,0,0.236433601,155.5998,1998,153.7998,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,458.57234415823245,-304.77254415823245,Out of Stock
1645,FDQ39,14.8,0,0.081372267,191.4846,2009,3057.3536,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2740.739332442284,316.6142675577157,Excess Stock
1646,FDD52,18.25,1,0.18329488,111.657,1997,1537.998,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1665.9717248322427,-127.97372483224262,Out of Stock
1647,FDL39,16.1,1,0.06358934,179.4318,2009,360.8636,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2548.699095849875,-2187.835495849875,Out of Stock
1648,FDV02,16.75,0,0.060792265,170.4106,2009,513.3318,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2330.2163207877898,-1816.8845207877898,Out of Stock
1649,FDE11,17.7,1,0.0,184.3924,1997,4257.1252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3043.003971065017,1214.1212289349833,Excess Stock
1650,NCU54,8.88,0,0.098775709,208.927,1999,7130.718,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3430.6859424157547,3700.032057584245,Excess Stock
1651,FDR43,18.2,0,0.270300331,38.319,1998,109.857,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,-1376.813821182901,1486.670821182901,Excess Stock
1652,FDD51,11.15,0,0.119852889,44.9744,1987,498.0184,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,667.6813381665303,-169.6629381665303,Out of Stock
1653,FDO60,20.0,0,0.034563936,45.3086,2007,490.6946,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,818.7491691225882,-328.05456912258825,Out of Stock
1654,NCS06,7.935,0,0.031710329,263.091,1987,5522.811,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4286.2190044064355,1236.5919955935642,Excess Stock
1655,FDX50,20.1,0,0.074778547,110.7228,2002,1657.842,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1571.4938057052736,86.34819429472645,Excess Stock
1656,FDQ55,13.65,1,0.013035609,114.7834,2004,3455.502,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2088.6948241088394,1366.8071758911606,Excess Stock
1657,FDL52,6.635,1,0.046277956,36.7506,2009,75.9012,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,392.1499363394405,-316.2487363394405,Out of Stock
1658,FDK52,18.25,0,0.0793795,226.1062,2002,6771.186,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3472.2171077362646,3298.968892263735,Excess Stock
1659,NCO02,11.15,0,0.073783159,66.0142,2007,988.713,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1136.7570996419486,-148.0440996419486,Out of Stock
1660,NCO30,19.5,0,0.01572192,185.6608,2004,918.804,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3094.06784603874,-2175.2638460387398,Out of Stock
1661,FDA33,6.48,0,0.033952603,148.2076,1999,3399.5748,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,2480.2727014441543,919.3020985558455,Excess Stock
1662,FDB12,11.15,1,0.105220024,102.7648,1987,1142.5128,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1767.4867766207544,-624.9739766207545,Out of Stock
1663,FDT40,5.985,0,0.095715608,125.8678,1987,3560.6984,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2043.0962757660982,1517.602124233902,Excess Stock
1664,NCO05,7.27,0,0.046822808,99.3384,2007,2759.0752,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1722.4958649157606,1036.5793350842396,Excess Stock
1665,FDR32,6.78,1,0.0,227.5694,1999,3653.9104,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,3884.345345318542,-230.43494531854185,Out of Stock
1666,FDM04,9.195,1,0.04731256,50.7666,2009,512.666,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,609.1727331496063,-96.50673314960625,Out of Stock
1667,DRL01,19.5,1,0.077108099,232.8958,1987,5608.6992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3795.149872706983,1813.549327293017,Excess Stock
1668,FDQ56,6.59,0,0.106027474,83.9908,2009,1426.1436,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1104.0935562141958,322.0500437858043,Excess Stock
1669,FDH08,7.51,0,0.01742908,229.601,1997,6201.927,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3704.7135922656744,2497.2134077343253,Excess Stock
1670,NCQ06,12.857645184135976,0,0.073229342,254.1014,1985,255.0014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2133.0027762902946,-1878.0013762902945,Out of Stock
1671,FDG16,12.857645184135976,0,0.157257637,215.0192,1985,1078.596,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1428.333808149595,-349.7378081495949,Out of Stock
1672,FDZ40,12.857645184135976,0,0.039988162,55.7298,1985,1024.6662,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2306.3005901241204,-1281.6343901241205,Out of Stock
1673,FDY51,12.5,0,0.081119484,220.0798,2004,1322.2788,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3581.5140478357407,-2259.2352478357407,Out of Stock
1674,NCN41,17.0,0,0.052421981,123.773,2009,1231.73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1734.3310337192756,-502.6010337192756,Out of Stock
1675,NCM17,12.857645184135976,0,0.070791391,46.4086,1985,2007.387,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2205.081175195953,-197.69417519595322,Out of Stock
1676,FDP39,12.65,0,0.069817659,53.5324,2007,830.9184,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,924.8996925157194,-93.98129251571936,Out of Stock
1677,FDZ08,12.5,1,0.109971578,82.7592,2004,577.9144,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1534.2434218471444,-956.3290218471444,Out of Stock
1678,FDU03,18.7,1,0.091950972,184.2292,2009,1277.0044,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2690.6006941414466,-1413.5962941414466,Out of Stock
1679,FDZ49,11.0,1,0.133145617,218.4798,1997,2203.798,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,3522.166321050335,-1318.368321050335,Out of Stock
1680,NCX30,12.857645184135976,0,0.046609281,248.6776,1985,495.3552,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2060.9406171254604,-1565.5854171254605,Out of Stock
1681,FDV08,7.35,0,0.028652919,40.5454,2002,545.2902,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,653.3533640772201,-108.06316407722011,Out of Stock
1682,FDB15,10.895,0,0.136696892,264.5568,1987,5536.7928,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4131.583504888375,1405.2092951116256,Excess Stock
1683,FDY49,17.2,1,0.012002075,165.3184,1987,990.7104,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2822.456172510845,-1831.7457725108452,Out of Stock
1684,FDF24,15.5,1,0.025513973,83.7934,2007,1474.0812,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1515.3526111893443,-41.271411189344235,Out of Stock
1685,DRK47,7.905,0,0.064194304,229.4694,2002,2055.3246,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,3596.775548445372,-1541.450948445372,Out of Stock
1686,DRD37,9.8,0,0.013920032,45.006,2007,792.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,809.5952218532339,-17.29322185323383,Out of Stock
1687,FDH40,11.6,1,0.079251097,79.2276,2009,649.8208,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1038.9478495245626,-389.1270495245626,Out of Stock
1688,FDL12,12.857645184135976,1,0.121043709,59.422,1985,1078.596,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2425.782490234732,-1347.186490234732,Out of Stock
1689,FDW11,12.857645184135976,0,0.048545853,60.1194,1985,1114.5492,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2382.767468284206,-1268.2182682842063,Out of Stock
1690,NCE06,5.825,0,0.091467933,159.7894,2004,1294.3152,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2667.747264575396,-1373.432064575396,Out of Stock
1691,FDF32,16.35,0,0.0,196.3426,2009,1384.1982,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,2919.710300551738,-1535.5121005517378,Out of Stock
1692,DRI47,14.7,0,0.020916223,141.8128,2004,1869.5664,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2409.354590602883,-539.7881906028831,Out of Stock
1693,DRA12,11.6,0,0.0,141.9154,2004,992.7078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2374.931708884963,-1382.2239088849628,Out of Stock
1694,FDX45,16.75,0,0.104768536,155.163,1987,2972.797,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2500.4964633528066,472.30053664719344,Excess Stock
1695,FDR35,12.5,0,0.020680499,197.2742,1987,2587.9646,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,3211.9323217084443,-623.9677217084445,Out of Stock
1696,FDK03,12.6,1,0.123727659,253.0356,1998,254.3356,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2031.4948572288504,-1777.1592572288505,Out of Stock
1697,NCJ18,12.35,0,0.163805509,117.6124,1987,3910.9092,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1910.8061328540462,2000.103067145954,Excess Stock
1698,FDN48,13.35,0,0.065082452,93.0804,2002,2113.2492,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1410.4723953315256,702.7768046684746,Excess Stock
1699,FDZ59,12.857645184135976,1,0.182128363,165.65,1985,665.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,737.6975995910136,-71.89759959101366,Out of Stock
1700,FDB57,12.857645184135976,1,0.01871404,223.4772,1985,7116.0704,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5117.888095971002,1998.1823040289974,Excess Stock
